position,code,recommendations,country,theme_code,description
Supported,28.332,Continue to protect the rights of migrant workers through legislation ,Nepal,A41,Constitutional and legislative framework
Supported,28.332,Continue to protect the rights of migrant workers through legislation ,Nepal,G4,Migrants
Supported,28.332,Continue to protect the rights of migrant workers through legislation ,Nepal,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- migrants"
Supported,28.56,Keep improving its legal system for the protection of human rights and effectively improve judicial guarantees for human rights ,Nigeria,A41,Constitutional and legislative framework
Supported,28.56,Keep improving its legal system for the protection of human rights and effectively improve judicial guarantees for human rights ,Nigeria,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.57,Review its national and regional security legislation to bring it into conformity with international human rights law and standards and ensure that provisions are clearly and strictly defined ,Austria,A41,Constitutional and legislative framework
Supported,28.57,Review its national and regional security legislation to bring it into conformity with international human rights law and standards and ensure that provisions are clearly and strictly defined ,Austria,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.58,"Continue to strengthen and improve the work on petitions, and safeguard the legitimate rights and interests of citizens ",Democratic People’s Republic of Korea,A41,Constitutional and legislative framework
Supported,28.58,"Continue to strengthen and improve the work on petitions, and safeguard the legitimate rights and interests of citizens ",Democratic People’s Republic of Korea,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.65,Continue to improve its system of legislative protection of human rights in accordance with its international obligations ,Russian Federation,A41,Constitutional and legislative framework
Supported,28.65,Continue to improve its system of legislative protection of human rights in accordance with its international obligations ,Russian Federation,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.85,"Adopt comprehensive legislation against all types of discrimination that promotes the protection of persons from marginalized and disadvantaged groups and the exercise of their civil and political rights, as well as their economic and social rights ",Honduras,A41,Constitutional and legislative framework
Supported,28.85,"Adopt comprehensive legislation against all types of discrimination that promotes the protection of persons from marginalized and disadvantaged groups and the exercise of their civil and political rights, as well as their economic and social rights ",Honduras,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.64,"Further strengthen the rights of women, children, the elderly and persons with disabilities ",Mauritius,A42,Institutions & policies - General
Supported,28.64,"Further strengthen the rights of women, children, the elderly and persons with disabilities ",Mauritius,F4,Persons with disabilities
Supported,28.64,"Further strengthen the rights of women, children, the elderly and persons with disabilities ",Mauritius,F11,Advancement of women
Supported,28.64,"Further strengthen the rights of women, children, the elderly and persons with disabilities ",Mauritius,F31,Children: definition; general principles; protection
Supported,28.64,"Further strengthen the rights of women, children, the elderly and persons with disabilities ",Mauritius,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- women- children- persons with disabilities- older persons"
Supported,28.63,"Intensify efforts to promote and fully ensure the rights of women, children and persons with disabilities ",Italy,A42,Institutions & policies - General
Supported,28.63,"Intensify efforts to promote and fully ensure the rights of women, children and persons with disabilities ",Italy,F4,Persons with disabilities
Supported,28.63,"Intensify efforts to promote and fully ensure the rights of women, children and persons with disabilities ",Italy,F11,Advancement of women
Supported,28.63,"Intensify efforts to promote and fully ensure the rights of women, children and persons with disabilities ",Italy,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- women- persons with disabilities"
Supported,28.59,Continue to protect the rights of vulnerable groups ,Hungary,A42,Institutions & policies - General
Supported,28.59,Continue to protect the rights of vulnerable groups ,Hungary,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- vulnerable persons/groups"
Supported,28.61,Continue to strengthen the protection of vulnerable groups ,Togo,A42,Institutions & policies - General
Supported,28.61,Continue to strengthen the protection of vulnerable groups ,Togo,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- vulnerable persons/groups"
Supported,28.62,Continue current reforms to protect human rights as a whole ,Guinea,A42,Institutions & policies - General
Supported,28.62,Continue current reforms to protect human rights as a whole ,Guinea,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.149,Continue to maintain peace and stability in the country to lay a solid foundation for the enjoyment of all human rights ,Syrian Arab Republic,A43,Human rights policies
Supported,28.149,Continue to maintain peace and stability in the country to lay a solid foundation for the enjoyment of all human rights ,Syrian Arab Republic,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.75,"Enhance the publicity of law enforcement, justice and abiding by the law in Chinese human rights protection practice ",Azerbaijan,A44,Structure of the national human rights machinery
Supported,28.75,"Enhance the publicity of law enforcement, justice and abiding by the law in Chinese human rights protection practice ",Azerbaijan,D51,Administration of justice & fair trial
Supported,28.75,"Enhance the publicity of law enforcement, justice and abiding by the law in Chinese human rights protection practice ",Azerbaijan,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.68,Continue to consider setting up a national human rights institution in accordance with the Paris Principles ,Tunisia,A45,National Human Rights Institution (NHRI)
Supported,28.68,Continue to consider setting up a national human rights institution in accordance with the Paris Principles ,Tunisia,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.69,Consider establishing a national human rights institution in line with the Paris Principles ,Botswana,A45,National Human Rights Institution (NHRI)
Supported,28.69,Consider establishing a national human rights institution in line with the Paris Principles ,Botswana,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.69, Consider the establishment of an independent national human rights institution in accordance with the Paris Principles ,Bulgaria,A45,National Human Rights Institution (NHRI)
Supported,28.69, Consider the establishment of an independent national human rights institution in accordance with the Paris Principles ,Bulgaria,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.7,Continue its path towards establishing a national human rights institution in accordance with the Paris Principles ,Georgia,A45,National Human Rights Institution (NHRI)
Supported,28.7,Continue its path towards establishing a national human rights institution in accordance with the Paris Principles ,Georgia,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.71,Continue its study on the issue of establishing a national human rights institution in accordance with the Paris Principles ,India,A45,National Human Rights Institution (NHRI)
Supported,28.71,Continue its study on the issue of establishing a national human rights institution in accordance with the Paris Principles ,India,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.73,Continue to implement its National Human Rights Action Plan ,Cambodia,A46,National Plans of Action on Human Rights (or specific areas)
Supported,28.73,Continue to implement its National Human Rights Action Plan ,Cambodia,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.74,Ensure the effective implementation of the third National Human Rights Action Plan  (Kyrgyzstan),2016–2020,A46,National Plans of Action on Human Rights (or specific areas)
Supported,28.74,Ensure the effective implementation of the third National Human Rights Action Plan  (Kyrgyzstan),2016–2020,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.222,Consider including measures aimed at ensuring the increased efficiency and accountability of public services ,Azerbaijan,A47,Good governance
Supported,28.222,Consider including measures aimed at ensuring the increased efficiency and accountability of public services ,Azerbaijan,B51,Right to an effective remedy
Supported,28.222,Consider including measures aimed at ensuring the increased efficiency and accountability of public services ,Azerbaijan,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.266,Expand the balanced development of compulsory education and the delivery of public services in urban and rural areas ,Bahrain,A47,Good governance
Supported,28.266,Expand the balanced development of compulsory education and the delivery of public services in urban and rural areas ,Bahrain,E51,Right to education - General
Supported,28.266,Expand the balanced development of compulsory education and the delivery of public services in urban and rural areas ,Bahrain,S04,SDG 4  - educationAffected persons:- persons living in rural areas
Supported,28.276,Continue to enhance the public service levels of radio and television ,Azerbaijan,A47,Good governance
Supported,28.276,Continue to enhance the public service levels of radio and television ,Azerbaijan,E7,Cultural rights
Supported,28.276,Continue to enhance the public service levels of radio and television ,Azerbaijan,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups- media- persons living in rural areas"
Supported,28.224,"Continue to raise the level, quality and coverage of its public services and further improve them, particularly in rural areas ",Islamic Republic of Iran,A47,Good governance
Supported,28.224,"Continue to raise the level, quality and coverage of its public services and further improve them, particularly in rural areas ",Islamic Republic of Iran,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general- persons living in rural areas"
Supported,28.81,Strengthen its efforts towards the promotion of human rights education and awareness-raising programmes ,Armenia,A51,Human rights education - general
Supported,28.81,Strengthen its efforts towards the promotion of human rights education and awareness-raising programmes ,Armenia,A54,Awareness raising and dissemination
Supported,28.81,Strengthen its efforts towards the promotion of human rights education and awareness-raising programmes ,Armenia,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.76,Accelerate human rights education for all to build a fair and just society where human rights are fully respected ,Lesotho,A51,Human rights education - general
Supported,28.76,Accelerate human rights education for all to build a fair and just society where human rights are fully respected ,Lesotho,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.77,Continue supporting the capacity-building of its personnel in the area of human rights in order to raise awareness on human rights ,Uzbekistan,A54,Awareness raising and dissemination
Supported,28.77,Continue supporting the capacity-building of its personnel in the area of human rights in order to raise awareness on human rights ,Uzbekistan,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.78,Continue with training on human rights awareness for government officials and expand it to all segments of society ,Guyana,A54,Awareness raising and dissemination
Supported,28.78,Continue with training on human rights awareness for government officials and expand it to all segments of society ,Guyana,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general- public officials"
Supported,28.79,Continue to raise human rights awareness among members of society ,Nigeria,A54,Awareness raising and dissemination
Supported,28.79,Continue to raise human rights awareness among members of society ,Nigeria,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.8,Continue promoting and raising awareness on human rights ,Equatorial Guinea,A54,Awareness raising and dissemination
Supported,28.8,Continue promoting and raising awareness on human rights ,Equatorial Guinea,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.339,Enable all members of civil society to freely engage with international human rights mechanisms without fear of intimidation and reprisals ,Estonia,A61,Cooperation with civil society
Supported,28.339,Enable all members of civil society to freely engage with international human rights mechanisms without fear of intimidation and reprisals ,Estonia,S16,"SDG 16 - peace, justice and strong institutions"
Supported,28.339,Enable all members of civil society to freely engage with international human rights mechanisms without fear of intimidation and reprisals ,Estonia,S17,SDG 17  - partnershipsAffected persons:- general
Supported,28.83,"Ensure the full enjoyment of human rights for women, girls and individuals of all sexual orientations and gender identities by implementing the anti-domestic violence law and clearly defining its coverage ",Sweden,B31,Equality & non-discrimination
Supported,28.83,"Ensure the full enjoyment of human rights for women, girls and individuals of all sexual orientations and gender identities by implementing the anti-domestic violence law and clearly defining its coverage ",Sweden,D29,Domestic violence
Supported,28.83,"Ensure the full enjoyment of human rights for women, girls and individuals of all sexual orientations and gender identities by implementing the anti-domestic violence law and clearly defining its coverage ",Sweden,F11,Advancement of women
Supported,28.83,"Ensure the full enjoyment of human rights for women, girls and individuals of all sexual orientations and gender identities by implementing the anti-domestic violence law and clearly defining its coverage ",Sweden,S05,"SDG 5 - gender equality and women's empowermentAffected persons:- women- lesbian, gay, bisexual, transgender and intersex persons (LGBTI)"
Supported,28.327,"Prevent and combat all forms of discrimination and violence, especially against ethnic and religious minorities ",Italy,B31,Equality & non-discrimination
Supported,28.327,"Prevent and combat all forms of discrimination and violence, especially against ethnic and religious minorities ",Italy,D42,"Freedom of thought, conscience and religion"
Supported,28.327,"Prevent and combat all forms of discrimination and violence, especially against ethnic and religious minorities ",Italy,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,28.88,"Prohibit all forms of discrimination and violence against lesbian, gay, bisexual, transgender and intersex persons ",France,B31,Equality & non-discrimination
Supported,28.88,"Prohibit all forms of discrimination and violence against lesbian, gay, bisexual, transgender and intersex persons ",France,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- lesbian, gay, bisexual, transgender and intersex persons (LGBTI)"
Supported,28.89,"Take the necessary measures to offer adequate and effective protection against all forms of discrimination, including that based on sexual orientation ",Argentina,B31,Equality & non-discrimination
Supported,28.89,"Take the necessary measures to offer adequate and effective protection against all forms of discrimination, including that based on sexual orientation ",Argentina,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- lesbian, gay, bisexual, transgender and intersex persons (LGBTI)"
Supported,28.95,"Continue to support economic and social development programmes and to focus on bridging the gap between rural and urban areas, particularly in the field of public health services ",Qatar,B41,Right to development
Supported,28.95,"Continue to support economic and social development programmes and to focus on bridging the gap between rural and urban areas, particularly in the field of public health services ",Qatar,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,28.95,"Continue to support economic and social development programmes and to focus on bridging the gap between rural and urban areas, particularly in the field of public health services ",Qatar,E21,Right to an adequate standard of living - general
Supported,28.95,"Continue to support economic and social development programmes and to focus on bridging the gap between rural and urban areas, particularly in the field of public health services ",Qatar,E41,Right to health - GeneralS Sustainable Development Goal implementationAffected persons:- persons living in rural areas
Supported,28.96,Redouble efforts to bridge the gap in economic and social development between rural and urban areas ,Republic of Korea,B41,Right to development
Supported,28.96,Redouble efforts to bridge the gap in economic and social development between rural and urban areas ,Republic of Korea,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,28.96,Redouble efforts to bridge the gap in economic and social development between rural and urban areas ,Republic of Korea,E21,Right to an adequate standard of living - generalS Sustainable Development Goal implementationAffected persons:- persons living in rural areas
Supported,28.231,Conduct the nutrition improvement programme for children in poverty-stricken areas on a larger scale ,Azerbaijan,B41,Right to development
Supported,28.231,Conduct the nutrition improvement programme for children in poverty-stricken areas on a larger scale ,Azerbaijan,E21,Right to an adequate standard of living - general
Supported,28.231,Conduct the nutrition improvement programme for children in poverty-stricken areas on a larger scale ,Azerbaijan,E22,Right to food
Supported,28.231,Conduct the nutrition improvement programme for children in poverty-stricken areas on a larger scale ,Azerbaijan,E25,Human rights & poverty
Supported,28.231,Conduct the nutrition improvement programme for children in poverty-stricken areas on a larger scale ,Azerbaijan,S01,SDG 1 - povertyAffected persons:- children
Supported,28.107,Further strengthen its efforts in poverty reduction and implementation of the Sustainable Development Goals and continue to improve its legal system for safeguarding the human rights of its people ,Bhutan,B41,Right to development
Supported,28.107,Further strengthen its efforts in poverty reduction and implementation of the Sustainable Development Goals and continue to improve its legal system for safeguarding the human rights of its people ,Bhutan,E21,Right to an adequate standard of living - general
Supported,28.107,Further strengthen its efforts in poverty reduction and implementation of the Sustainable Development Goals and continue to improve its legal system for safeguarding the human rights of its people ,Bhutan,E25,Human rights & poverty
Supported,28.107,Further strengthen its efforts in poverty reduction and implementation of the Sustainable Development Goals and continue to improve its legal system for safeguarding the human rights of its people ,Bhutan,S01,SDG 1 - povertyAffected persons:- general- persons living in poverty
Supported,28.24,Continue to improve the agriculture sector in rural communities in light of national conditions ,Plurinational State of Bolivia,B41,Right to development
Supported,28.24,Continue to improve the agriculture sector in rural communities in light of national conditions ,Plurinational State of Bolivia,E21,Right to an adequate standard of living - general
Supported,28.24,Continue to improve the agriculture sector in rural communities in light of national conditions ,Plurinational State of Bolivia,S01,SDG 1 - povertyAffected persons:- persons living in rural areas
Supported,28.241,Continue to implement the rural revival strategy ,Myanmar,B41,Right to development
Supported,28.241,Continue to implement the rural revival strategy ,Myanmar,E21,Right to an adequate standard of living - general
Supported,28.241,Continue to implement the rural revival strategy ,Myanmar,S01,SDG 1 - povertyAffected persons:- persons living in rural areas
Supported,28.103,Continue to provide assistance to low-income groups in urban and rural areas ,Angola,B41,Right to development
Supported,28.103,Continue to provide assistance to low-income groups in urban and rural areas ,Angola,E31,Right to workS Sustainable Development Goal implementationAffected persons:- persons living in rural areas
Supported,28.92,Pay more attention to the allocation of public resources in its development process ,Viet Nam,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- general
Supported,28.93,Make additional efforts to close the gap between rural and urban areas ,Oman,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- persons living in rural areas
Supported,28.94,"Continue efforts to narrow the income gap between urban and rural areas, while paying special attention to ethnic minority areas ",Qatar,B41,"Right to developmentS Sustainable Development Goal implementationAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups- persons living in rural areas"
Supported,28.101,"Continue to promote participation, integration and the sharing of development benefits by people in vulnerable situations ",Bangladesh,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- vulnerable persons/groups
Supported,28.102,"Take further measures to ensure the right to development in the entire territory of China, including in remote regions of the country ",Uzbekistan,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- general- persons living in rural areas
Supported,28.104,"Continue to promote participation, integration and the sharing of development benefits by vulnerable groups ",Belarus,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- vulnerable persons/groups
Supported,28.106,Continue to uphold a people-centred development approach ,Bolivarian Republic of Venezuela,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- general
Supported,28.108,Continue its efforts to adopt a policy to achieve greater development and well-being for the people ,Yemen,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- general
Supported,28.112,"Continue to promote participation, integration and the sharing of the benefits of its development by vulnerable groups ",Zambia,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- vulnerable persons/groups
Supported,28.115,Continue efforts to achieve socialist modernization by 2035 ,Cuba,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- general
Supported,28.116,Continue to implement strategies to ensure rural revitalization and equitable regional development ,Zimbabwe,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- persons living in rural areas
Supported,28.12,"Ensure the well-being of all its people, based on inclusive development ",India,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- general
Supported,28.121,Safeguard its political system and the development path chosen by its own people ,Islamic Republic of Iran,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- general
Supported,28.123,Continue to carry out the new development concept and build a modern economic system ,Lao People’s Democratic Republic,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- general
Supported,28.227,Continue to protect and improve the livelihood of people in development ,Saudi Arabia,B41,Right to developmentS Sustainable Development Goal implementationAffected persons:- general
Supported,28.132,"Strengthen efforts, in accordance with the International Covenant on Economic, Social and Cultural Rights and the Guiding Principles on Business and Human Rights, to reduce the adverse environmental effects of industrialization including air pollution ",Republic of Korea,B6,Business & Human Rights
Supported,28.132,"Strengthen efforts, in accordance with the International Covenant on Economic, Social and Cultural Rights and the Guiding Principles on Business and Human Rights, to reduce the adverse environmental effects of industrialization including air pollution ",Republic of Korea,B71,Human rights and the environment
Supported,28.132,"Strengthen efforts, in accordance with the International Covenant on Economic, Social and Cultural Rights and the Guiding Principles on Business and Human Rights, to reduce the adverse environmental effects of industrialization including air pollution ",Republic of Korea,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.134,"Establish a regulatory framework to assess the human rights and environmental impacts of corporations headquartered in China so as to promote and respect human rights, in follow-up to the recommendations contained in paragraphs 186.185, 186.193, 186.224 and 186.251 of the report of the Working Group, accepted during the second cycle ",Haiti,B6,Business & Human Rights
Supported,28.134,"Establish a regulatory framework to assess the human rights and environmental impacts of corporations headquartered in China so as to promote and respect human rights, in follow-up to the recommendations contained in paragraphs 186.185, 186.193, 186.224 and 186.251 of the report of the Working Group, accepted during the second cycle ",Haiti,B71,Human rights and the environment
Supported,28.134,"Establish a regulatory framework to assess the human rights and environmental impacts of corporations headquartered in China so as to promote and respect human rights, in follow-up to the recommendations contained in paragraphs 186.185, 186.193, 186.224 and 186.251 of the report of the Working Group, accepted during the second cycle ",Haiti,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.133,Take further measures on business and human rights in line with its international obligations and ensure that companies operating in high-risk or conflict areas conduct human rights due diligence in line with the Guiding Principles on Business and Human Rights ,State of Palestine,B6,Business & Human Rights
Supported,28.133,Take further measures on business and human rights in line with its international obligations and ensure that companies operating in high-risk or conflict areas conduct human rights due diligence in line with the Guiding Principles on Business and Human Rights ,State of Palestine,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.32,"Respect all the human rights of the Tibetan people and other minorities, including the importance of an environment that is safe, clean, healthy and sustainable, which is essential for the enjoyment of many of these rights ",Switzerland,B71,Human rights and the environment
Supported,28.32,"Respect all the human rights of the Tibetan people and other minorities, including the importance of an environment that is safe, clean, healthy and sustainable, which is essential for the enjoyment of many of these rights ",Switzerland,E41,Right to health - General
Supported,28.32,"Respect all the human rights of the Tibetan people and other minorities, including the importance of an environment that is safe, clean, healthy and sustainable, which is essential for the enjoyment of many of these rights ",Switzerland,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,28.13,"Promote measures that ensure that development and infrastructure projects inside and outside its territory are fully consistent with human rights and respect the environment and the sustainability of natural resources, in line with applicable national and international law and the commitments of the 2030 Agenda for Sustainable Development ",Ecuador,B71,Human rights and the environmentS Sustainable Development Goal implementationAffected persons:- general
Supported,28.136,Continue efforts to speed up pollution governance in coastal waters ,Maldives,B71,Human rights and the environment
Supported,28.136,Continue efforts to speed up pollution governance in coastal waters ,Maldives,S14,SDG 14 - oceansAffected persons:- general
Supported,28.139,"Protect the environment, ensuring appropriate conditions ",Libya,B71,Human rights and the environment
Supported,28.139,"Protect the environment, ensuring appropriate conditions ",Libya,S14,SDG 14 - oceans
Supported,28.139,"Protect the environment, ensuring appropriate conditions ",Libya,S15,"SDG 15 - biodiversity, forests, desertification"
Supported,28.139,"Protect the environment, ensuring appropriate conditions ",Libya,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.137,"Continue to protect citizens’ right to know, participate and supervise in the environmental field ",Cameroon,B71,Human rights and the environment
Supported,28.137,"Continue to protect citizens’ right to know, participate and supervise in the environmental field ",Cameroon,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.143,"Continue to take into account the vulnerabilities, needs and views of women, children and persons with disabilities in developing policies, projects or programmes on issues related to climate change, environmental protection and disaster risk management ",Fiji,B73,Human rights and climate change
Supported,28.143,"Continue to take into account the vulnerabilities, needs and views of women, children and persons with disabilities in developing policies, projects or programmes on issues related to climate change, environmental protection and disaster risk management ",Fiji,F4,Persons with disabilities
Supported,28.143,"Continue to take into account the vulnerabilities, needs and views of women, children and persons with disabilities in developing policies, projects or programmes on issues related to climate change, environmental protection and disaster risk management ",Fiji,F11,Advancement of women
Supported,28.143,"Continue to take into account the vulnerabilities, needs and views of women, children and persons with disabilities in developing policies, projects or programmes on issues related to climate change, environmental protection and disaster risk management ",Fiji,F31,Children: definition; general principles; protection
Supported,28.143,"Continue to take into account the vulnerabilities, needs and views of women, children and persons with disabilities in developing policies, projects or programmes on issues related to climate change, environmental protection and disaster risk management ",Fiji,S13,SDG 13 - climate changeAffected persons:- women- children- persons with disabilities
Supported,28.1,"Continue to implement the 2030 Agenda for Sustainable Development, while remaining committed to the Paris Agreement ",Bangladesh,B73,Human rights and climate changeS Sustainable Development Goal implementation
Supported,28.1,"Continue to implement the 2030 Agenda for Sustainable Development, while remaining committed to the Paris Agreement ",Bangladesh,S13,SDG 13 - climate changeAffected persons:- general
Supported,28.14,Continue to intensify measures to implement the Paris Agreement in view of the undeniable impact of climate change on the enjoyment of fundamental human rights ,Seychelles,B73,Human rights and climate change
Supported,28.14,Continue to intensify measures to implement the Paris Agreement in view of the undeniable impact of climate change on the enjoyment of fundamental human rights ,Seychelles,S13,SDG 13 - climate changeAffected persons:- general
Supported,28.141,Continue defending multilateralism and in particular its role in providing the leadership on climate change that is sorely needed ,South Africa,B73,Human rights and climate change
Supported,28.141,Continue defending multilateralism and in particular its role in providing the leadership on climate change that is sorely needed ,South Africa,S13,SDG 13 - climate changeAffected persons:- general
Supported,28.142,Strengthen measures to combat pollution and climate change ,Côte d’Ivoire,B73,Human rights and climate change
Supported,28.142,Strengthen measures to combat pollution and climate change ,Côte d’Ivoire,S13,SDG 13 - climate changeAffected persons:- general
Supported,28.144,Continue to fully implement the Paris Agreement ,Fiji,B73,Human rights and climate change
Supported,28.144,Continue to fully implement the Paris Agreement ,Fiji,S13,SDG 13 - climate changeAffected persons:- general
Supported,28.146,"Continue its efforts to maintain and promote peace and stability and the welfare of its people living in the ethnic minority areas, including through action against terrorist organizations and individuals ",Pakistan,B8,Human rights & counter-terrorism
Supported,28.146,"Continue its efforts to maintain and promote peace and stability and the welfare of its people living in the ethnic minority areas, including through action against terrorist organizations and individuals ",Pakistan,E24,Right to social security
Supported,28.146,"Continue its efforts to maintain and promote peace and stability and the welfare of its people living in the ethnic minority areas, including through action against terrorist organizations and individuals ",Pakistan,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,28.145,Sustain its efforts in the global fight against terrorism and extremism ,Nigeria,B8,Human rights & counter-terrorism
Supported,28.145,Sustain its efforts in the global fight against terrorism and extremism ,Nigeria,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.147,Encourage China to take further measures to combat extreme religious organizations and movements ,Syrian Arab Republic,B8,Human rights & counter-terrorism
Supported,28.147,Encourage China to take further measures to combat extreme religious organizations and movements ,Syrian Arab Republic,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.148,Continue to fight against terrorism and extremism and separatist tendencies to safeguard its sovereignty and territorial integrity ,Syrian Arab Republic,B8,Human rights & counter-terrorism
Supported,28.148,Continue to fight against terrorism and extremism and separatist tendencies to safeguard its sovereignty and territorial integrity ,Syrian Arab Republic,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.153,Continue to crack down on terrorist and separatist organizations such as East Turkistan forces ,Burundi,B8,Human rights & counter-terrorism
Supported,28.153,Continue to crack down on terrorist and separatist organizations such as East Turkistan forces ,Burundi,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.154,Continue to combat terrorism and extremism with regard to human rights ,Iraq,B8,Human rights & counter-terrorism
Supported,28.154,Continue to combat terrorism and extremism with regard to human rights ,Iraq,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.17,Strengthen measures preventing torture and ill-treatment ,Australia,D25,"Prohibition of torture and cruel, inhuman or degrading treatment"
Supported,28.17,Strengthen measures preventing torture and ill-treatment ,Australia,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general- persons deprived of their liberty"
Supported,28.171,"Respect the rights of all detainees under the relevant human rights instruments and the Vienna Convention on the Law of Treaties, including due process ",Sweden,D26,Conditions of detention
Supported,28.171,"Respect the rights of all detainees under the relevant human rights instruments and the Vienna Convention on the Law of Treaties, including due process ",Sweden,D51,Administration of justice & fair trial
Supported,28.171,"Respect the rights of all detainees under the relevant human rights instruments and the Vienna Convention on the Law of Treaties, including due process ",Sweden,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- persons deprived of their liberty"
Supported,28.172,"Continue to effectively implement its Action Plan against Human Trafficking, focusing on efforts to provide assistance to victims, especially victims of cross-border trafficking ",Viet Nam,D27,"Prohibition of slavery, trafficking"
Supported,28.172,"Continue to effectively implement its Action Plan against Human Trafficking, focusing on efforts to provide assistance to victims, especially victims of cross-border trafficking ",Viet Nam,S16,"SDG 16 - peace, justice and strong institutionsAffected persons:- general"
Supported,28.195,"Respect the rights to freedom of religion or belief, opinion and expression, peaceful assembly and culture, including for Tibetans, Uighurs and other minorities ",Germany,D42,"Freedom of thought, conscience and religion"
Supported,28.195,"Respect the rights to freedom of religion or belief, opinion and expression, peaceful assembly and culture, including for Tibetans, Uighurs and other minorities ",Germany,D43,Freedom of opinion and expression
Supported,28.195,"Respect the rights to freedom of religion or belief, opinion and expression, peaceful assembly and culture, including for Tibetans, Uighurs and other minorities ",Germany,D44,Right to peaceful assembly
